wanted,position,positionid,from,start,end
Q4777046,ambassador to Egypt,Q111993598,Q5713736,2006-01-27,2011-09-12
Q112038476,ambassador to Italy,Q112038470,Q6752791,2005,2011
Q94970990,ambassador to Slovakia,Q112038580,Q5290422,2002,2006
Q112038537,ambassador to Sweden,Q111993658,Q6280350,1993,2000
