item,itemLabel,startDate,endDate,sourceDate,psid
Q111994389,José Amaro Tati,1995,2002,2022-05-14,Q111994389-26DE373D-2833-4AB4-BDA7-547B88182A52
Q59102914,José Aníbal Lopes Rocha,2002,2009,2022-05-14,Q59102914-31EE07F8-50C0-4B73-A477-600E640B40AB
Q6794396,Mawete João Baptista,2009,2012,2022-05-14,Q6794396-957ABB17-B232-4607-8BAB-E9BEF11808EF
Q51883162,Aldina Matilde Barros da Lomba Katembo,2012,2017,2022-05-14,Q51883162-8A7A217B-7A63-4B7F-BD35-9BF42AFB0C91
Q111954411,Marcos Alexandre Nhunga,2019,,2022-05-14,Q111954411-4153A407-4B84-4A4F-818A-69DCEF4138B1
