item,itemLabel,startDate,endDate,sourceDate,psid
Q373591,António Paulo Kassoma,1997,2008,2022-05-14,Q373591-77277679-1C82-4FC4-8BFD-AD18A26E71F9
Q111994504,Albino Malungo,2008,2009,2022-05-14,Q111994504-3A6CE601-BC77-44DA-BDC6-6181B9C83518
Q3069456,Fernando Faustino Muteka,2009,2014,2022-05-14,Q3069456-37D87066-64AF-4895-BCD6-E0FFA3A25589
Q6444389,Kundi Paihama,2014,2016,2022-05-14,Q6444389-12F77816-A184-4470-B2F8-2164EF23B958
Q111954385,João Baptista Kussumua,2016,2018,2022-05-14,Q111954385-128E43B8-18C3-4F9E-A5A2-442AA1F1F10C
Q16337620,Joana Lina,2018,2020,2022-05-14,Q16337620-46BBF5C9-9FEB-431B-8D6B-809628A59F0B
Q111994790,Lotti Nolika,2020,,,Q111994790-16C90AFE-3972-4AE3-8996-203843F00ED5
