@@,item,itemlabel,startdate,enddate
+++,Q6752791,Manuel Pedro Pacavira,1991,2004
+++,,Henrique André Júnior,2004,2016
+++,,José Maria Ferraz dos Santos,2016,2019
+++,,Adriano Mendes de Carvalho,2019,
