item,name,party,partyLabel,area,areaLabel,startDate,endDate,gender
,CLARICE MATILDE MUNGA KAPUTU,Q28699,UNITA,,Nacional,,,female
,CÂNDIDA CELESTE DA SILVA,Q28551,MPLA,,Namibe,,,female
,DANIEL JOSÉ DOMINGOS,Q28699,UNITA,,Nacional,,,male
,DEMÓSTENES AMÓS CHILINGUTILA,Q28699,UNITA,,Nacional,,,male
,DESIDÉRIO DA GRAÇA MPINGUE KALENGA WAPOTA,Q28551,MPLA,,Huíla,,,male
,DIÓGENES DO ESPÍRITO SANTO OLIVEIRA,Q28551,MPLA,,Nacional,,,male
,DOMINGOS JOÃO FERREIRA PINTO,Q28551,MPLA,,Cuanza Norte,,,male
,DOMINGOS KAJAMA,Q28551,MPLA,,Lunda Sul,,,male
,DOMINGOS MARTINS NGOLA,Q28551,MPLA,,Nacional,,,male
,DOMINGOS PAULINO DEMBELE,Q28551,MPLA,,Huambo,,,male
,DULCE GINGA,Q28551,MPLA,,Nacional,,,female
,EDUARDA MARIA NICOLAU SILVESTRE MAGALHÃES,Q28551,MPLA,,Benguela,,,female
,EDUARDO GOMES NELUMBA,Q28551,MPLA,,Nacional,,,male
,EDUARDO KUANGANA,Q1674856,PRS,,Nacional,,,male
,ELIAS PIEDOSO CHIMUCO,Q28551,MPLA,,Cuando Cubango,,,male
,ELIOTH WONGIMBA EKOLELO,Q28699,UNITA,,Bié,,,male
,ELISA KATA,Q28551,MPLA,,Nacional,,,female
,ELISEU SEGUNDA,Q28551,MPLA,,Cuanza Sul,,,male
,ELSA MARIA DA CONCEIÇÃO AMBRIZ,Q28551,MPLA,,Nacional,,,female
,ELVIRA PEREGRINA DE JESUS VAN-DÚNEM,Q28551,MPLA,,Bengo,,,female
,EMÍLIA CARLOTA SEBASTIÃO CELESTINO DIAS,Q28551,MPLA,,Nacional,,,female
,EMÍLIO JOSÉ HOMEM GOMES,Q28551,MPLA,,Nacional,,,male
,ERNESTO JOAQUIM MULATO,Q28699,UNITA,,Nacional,,,male
,ESTEVÃO JOSÉ PEDRO KACHIUNGO,Q28699,UNITA,,Nacional,,,male
,EUGÉNIA TAMAR SEMENTE CHIACA NGANDALO,Q28551,MPLA,,Cuando Cubango,,,female
,EUGÊNIO ANTONINO NGOLO MANUVAKOLA,Q28699,UNITA,,Nacional,,,male
,EULÁLIA MARIA ALVES ROCHA SILVA,Q28551,MPLA,,Luanda,,,female
,EVA QUIBUBA CANGUDI,Q28551,MPLA,,Uíge,,,female
,EXALGINA RENEÉ VICENTE OLAVO GAMBÔA,Q28551,MPLA,,Nacional,,,female
,FAUSTINA FERNANDES INGLÊS DE ALMEIDA ALVES,Q28551,MPLA,,Nacional,,,female
,FERNANDO BARTOLOMEU CATIVA,Q28551,MPLA,,Huíla,,,male
Q310815,FERNANDO DA PIEDADE DIAS DOS SANTOS,Q28551,MPLA,,Nacional,,,male
,FERNANDO DOMINGOS HEITOR DA COSTA FRANCISCO,Q28699,UNITA,,Nacional,,,male
Q264090,FERNANDO JOSÉ DE FRANÇA DIAS VAN-DÚNEM,Q28551,MPLA,,Nacional,,,male
,FILIPE DOMINGOS,Q28551,MPLA,,Benguela,,,male
,FLORENTINO GABRIEL SAMBUNDO,Q28551,MPLA,,Nacional,,,male
,FRANCISCA DE FÁTIMA DO ESPÍRITO SANTO CARVALHO,Q28551,MPLA,,Nacional,,,female
,FRANCISCO ALBERTO CARLOS MENDES,Q907051,FNLA,,Nacional,,,male
,FRANCISCO BOAVENTURA CANJONGO CHITAPA,Q28551,MPLA,,Nacional,,,male
,FRANCISCO DE CASTRO MARIA,Q28551,MPLA,,Nacional,,,male
,FRANCISCO JOSÉ RAMOS DA CRUZ,Q28551,MPLA,,Nacional,,,male
,FRANCISCO MAGALHÃES PAIVA,Q28551,MPLA,,Nacional,,,male
,GABINETE LOCAL DO MOXICO,,unknown,,,,,
,GARCIA VIERIA,Q28551,MPLA,,Zaire,,,male
,GENOVEVA DA CONCEIÇÃO LINO,Q28551,MPLA,,Nacional,,,female
,GERDINA ULIPAMUE DIDALELWA,Q28551,MPLA,,Cunene,,,female
,GILBERTO MANUEL PEREIRA,Q28551,MPLA,,Cuanza Sul,,,male
,GRACIANA EUGÉNIA MANUEL PEDRO NEVES CAETANO,Q28551,MPLA,,Cuanza Norte,,,female
,GUILHERMINA CONTREIRAS DA COSTA PRATA,Q28551,MPLA,,Nacional,,,female
,GUILHERMINA FUNDANGA MANUEL MAYER ALKAIM,Q28551,MPLA,,Nacional,,,female
,GUSTAVO DIAS VAZ DA CONCEIÇÃO,Q28551,MPLA,,Nacional,,,male
,HELENA BONGUELA ABEL,Q28699,UNITA,,Nacional,,,female
,IRENE ALEXANDRA DA SILVA NETO,Q28551,MPLA,,Nacional,,,female
,ISABEL JOÃO MIGUEL SEBASTIÃO PELIGANGA,Q28551,MPLA,,Nacional,,,female
,JEREMIAS DUMBO,Q28551,MPLA,,Nacional,,,male
,JESUÍNO MANUEL DA SILVA,Q28551,MPLA,,Luanda,,,male
,JOANA DE JESUS DA CONCEIÇÃO PEDRO ANDRÉ E PEDRO,Q28551,MPLA,,Malange,,,female
Q16337620,JOANA LINA RAMOS BAPTISTA,,unknown,,,,,female
,JOANA LINA RAMOS BAPTISTA CÂNDIDO,Q28551,MPLA,,Nacional,,,female
,JOANA META FERNANDES DOS SANTOS,Q28551,MPLA,,Lunda Norte,,,female
,JOAQUIM ANTÓNIO CARLOS REIS JÚNIOR,Q28551,MPLA,,Nacional,,,male
,JOAQUIM DUARTE DA COSTA DAVID,Q28551,MPLA,,Nacional,,,male
,JOB PEDRO CASTELO CAPAPINHA,Q28551,MPLA,,Nacional,,,male
,JORGE INOCÊNCIO DOMBOLO,Q28551,MPLA,,Nacional,,,male
,JOSEFA JOSÉ,Q28551,MPLA,,Bengo,,,female
,JOSEFINA PANDEINGE HALEINGE,Q28551,MPLA,,Cunene,,,female
,JOSÉ DA COSTA UAMUHANA,Q28551,MPLA,,Lunda Norte,,,male
,JOSÉ DIOGO VENTURA,Q28551,MPLA,,Nacional,,,male
,JOSÉ FRANCISCO TINGÃO PEDRO,Q28551,MPLA,,Bengo,,,male
,JOSÉ MANGOVO TOMÉ,Q28551,MPLA,,Cabinda,,,male
,JOSÉ MARIA JAMBA,Q28551,MPLA,,Namibe,,,male
,JOSÉ MIÚDO,Q28551,MPLA,,Lunda-Norte,,,male
,JOSÉ MOISÉS CIPRIANO,Q28551,MPLA,,Lunda Norte,,,male
,JOSÉ MÁRIO KATITI,Q28551,MPLA,,Cunene,,,male
,JOSÉ SAMUEL CHIWALE,Q28699,UNITA,,Nacional,,,male
,JOÃO DE ALMEIDA AZEVEDO MARTINS,Q28551,MPLA,,Nacional,,,male
,JOÃO LUÍS NETO,Q28551,MPLA,,Nacional,,,male
,JOÃO MANUEL FRANCISCO,Q28551,MPLA,,Nacional,,,male
,JOÃO MARQUES NTIAMA,Q28699,UNITA,,Zaire,,,male
,JOÃO MUATONGUELA,Q28551,MPLA,,Namibe,,,male
,JULIÃO FRANCISCO TEIXEIRA,Q28551,MPLA,,Nacional,,,male
Q6305249,JULIÃO MATEUS PAULO,Q28551,MPLA,,Nacional,,,male
,JÚLIA AGOSTINHA CELESTE,Q28551,MPLA,,Huíla,,,female
,KILAMBA KIUYIMA SEBASTIÃO VAN-DÚNEM,Q28551,MPLA,,Nacional,,,male
,LARISSA CHIOLA ROSA JOSÉ,Q28551,MPLA,,Nacional,,,female
,LEONEL GOMES,Q1129430,CASA-CE,,Nacional,,,male
,LEONOR ESPERANÇA GASPAR,Q1674856,PRS,,Lunda Sul,,,female
,LEONORA MBIMBI DE MORAIS,Q28551,MPLA,,Moxico,,,female
,LIBERTY MARLIN DIRCÉU SAMUEL CHIAKA,Q28699,UNITA,,Huambo,,,male
,LINDO BERNARDO TITO,Q1129430,CASA-CE,,Nacional,,,male
,LOURENÇO DIOGO CONTREIRAS NETO,Q28551,MPLA,,Nacional,,,male
,LUCAS BENGHIM NGONDA,Q907051,FNLA,,Nacional,,,male
,LUIS REIS PAULO CUANGA,Q28551,MPLA,,Nacional,,,male
Q15361222,LUKAMBA PAULO,Q28699,UNITA,,Nacional,,,male
,LUZIA PEREIRA DE SOUSA INGLÊS VAN-DÚNEM,Q28551,MPLA,,Nacional,,,female
,LUÍSA PEDRO FRANCISCO DAMIÃO,Q28551,MPLA,,Nacional,,,female
,MADALENA NDAFOLUMA HANOSIKE,Q28551,MPLA,,Cunene,,,female
,MANSO JOÃO MIRANDA PASCOAL,Q28551,MPLA,,Nacional,,,male
,MANUEL ANTÓNIO GASPAR DOMINGOS,Q28551,MPLA,,Cuanza Norte,,,male
,MANUEL AUGUSTO FRAGATA MORAIS,Q28551,MPLA,,Nacional,,,male
,MANUEL FERNANDES,Q1129430,CASA-CE,,Nacional,,,male
,MANUEL FIGUEIRA CALUNGA,Q28551,MPLA,,Nacional,,,male
,MANUEL FRANCISCO TUTA,Q28551,MPLA,,Cuando Cubango,,,male
,MANUEL JOSÉ NUNES JÚNIOR,Q28551,MPLA,,Nacional,,,male
,MANUEL PEDRO PACAVIRA,Q28551,MPLA,,Nacional,,,male
,MANUEL SAVIHEMBA,Q28699,UNITA,,Província do Bié,,,male
,MARCELINA HUNA ALEXANDRE,Q28551,MPLA,,Nacional,,,female
,MARIA BUITI MAKUALA,Q28551,MPLA,,Cabinda,,,female
,MARIA CATARINA BEÚA,Q28551,MPLA,,Nacional,,,female
,MARIA DO CARMO ASSIS DO NASCIMENTO,Q28551,MPLA,,Nacional,,,female
,MARIA DO ROSÁRIO AMADEU,Q28551,MPLA,,Huambo,,,female
,MARIA IDALINA DE OLIVEIRA VALENTE,Q28551,MPLA,,Nacional,,,female
,MARIA ISABEL CAMUÉ,Q28551,MPLA,,Cuando Cubango,,,female
,MARIA ISABEL MALUNGA MUTUNDA,Q28551,MPLA,,Nacional,,,female
,MARIA JOSÉ DE ENCARNAÇÃO FERNANDES,Q28551,MPLA,,Zaire,,,female
,MARIA JOSÉ DE SOUSA GOUVEIA ALFREDO,Q28551,MPLA,,Nacional,,,female
,MARIA JÚLIA DE CERCAL ORNELAS,Q28551,MPLA,,Nacional,,,female
,MARIA LUÍSA DE ANDRADE,Q28699,UNITA,,Nacional,,,female
,MARIANA PAULO ANDRÉ AFONSO,Q28551,MPLA,,Nacional,,,female
,MARTA BEATRIZ DO CARMO ISSUNGO,Q28551,MPLA,,Cabinda,,,female
,MATEUS ISABEL JÚNIOR,Q28551,MPLA,,Nacional,,,male
,MAWETE JOÃO BAPTISTA,Q28551,MPLA,,Nacional,,,male
,MFUCA ANTÓNIO FUACACA MUZEMBA,Q28699,UNITA,,Nacional,,,male
,MIGUEL MARIA NZAU PUNA,Q28551,MPLA,,Nacional,,,male
,MIHAELA EZSÉBET NETO WEBBA,Q28699,UNITA,,Luanda,,,female
,MIRALDINA OLGA MARCOS JAMBA,Q28699,UNITA,,Nacional,,,female
,MONTEIRO PINTO KAPUNGA,Q28551,MPLA,,Malange,,,male
,MORAIS ANTÓNIO NEVES TOMÁS,Q28551,MPLA,,Moxico,,,male
,MÁRIO ANTÓNIO QUEXIGINA LUANDANDA,Q28551,MPLA,,Lunda Sul,,,male
,MÁRIO SALOMÃO,Q28551,MPLA,,Moxico,,,male
,MÁRTIRES CORREIA VICTOR,Q28699,UNITA,,Nacional,,,male
,NICOLAU SAPALO,Q28551,MPLA,,Bié,,,male
,NUNO DOS ANJOS CALDAS ALBINO,Q28551,MPLA,,Nacional,,,male
,NVUNDA BENVINDO DAS NEVES SALUCOMBO,Q28551,MPLA,,Nacional,,,male
,ODETE DA CONCEIÇÃO DOMINGOS DOS SANTOS,Q28551,MPLA,,Cuanza Sul,,,female
,ODETH LUDOVINA BACA JOAQUIM,Q1129430,CASA-CE,,Nacional,,,female
,PALMIRA DOMINGOS PASCOAL BERNARDO,Q28551,MPLA,,Nacional,,,female
,PANZO JOAQUIM,Q28551,MPLA,,Uíge,,,male
,PEDRO DIAVOVA,Q28551,MPLA,,Uíge,,,male
,PEDRO MAKITA ARMANDO JÚLIA,Q28551,MPLA,,Zaire,,,male
,PEDRO SEBASTIÃO,Q28551,MPLA,,Zaire,,,male
,PEREIRA ALFREDO,Q28551,MPLA,,Bengo,,,male
,PIEDOSO CHIPINDO BONGA,Q28699,UNITA,,Nacional,,,male
,RAÚL AUGUSTO LIMA,Q28551,MPLA,,Nacional,,,male
,RAÚL MANUEL DANDA,Q28699,UNITA,,Cabinda,,,male
,REGINA EDUARDO TXIPOIA,Q28699,UNITA,,Cuando Cubango,,,female
Q61960012,ROBERTO ANTÓNIO VÍCTOR FRANCISCO DE ALMEIDA,Q28551,MPLA,,Nacional,,,male
Q7351774,ROBERTO LEAL RAMOS MONTEIRO,Q28551,MPLA,,Nacional,,,male
,RODOLFO DA RESSURREIÇÃO BERNARDO,Q28551,MPLA,,Nacional,,,male
,ROSÁRIA ERNESTO DA SILVA,Q28551,MPLA,,Cuanza Sul,,,female
,RUTH ADRIANO MENDES,Q28551,MPLA,,Nacional,,,female
,SABINA NAPOLO,Q28551,MPLA,,Bié,,,female
,SALOMÃO JOSÉ LUHETO XIRIMBIMBI,Q28551,MPLA,,Nacional,,,male
,SERAFIM MARIA DO PRADO,Q28551,MPLA,,Cuanza Sul,,,male
,SERAFINA MIGUEL EMILIA PINTO,Q28551,MPLA,,Nacional,,,female
,SILVESTRE GABRIEL SAMY,Q28699,UNITA,,Nacional,,,male
,SIMÃO GEREMIAS BOA CARROBA,Q28551,MPLA,,Cuanza Norte,,,male
,SOFIA PROFÍRIO KASSUNGO MUSSONGUELA,Q28699,UNITA,,Nacional,,,female
,SUZANA PEREIRA BRAVO,Q28551,MPLA,,Cuanza Norte,,,female
,SÉRGIO LEONARDO VAZ,Q28551,MPLA,,Cunene,,,male
,SÉRGIO LUTHER RESCOVA JOAQUIM,Q28551,MPLA,,Nacional,,,male
,SÓNIA MOISÉS NELE,Q28551,MPLA,,Lunda-Norte,,,female
,TOMÁS SIMÃO DA SILVA,Q28551,MPLA,,Nacional,,,male
,VALERIANO CHIMO CASSUAUÉ,Q28551,MPLA,,Moxico,,,male
,VERÍSSIMO SAPALO,Q28551,MPLA,,Benguela,,,male
,VICTORINO NHANY,Q28699,UNITA,,Nacional,,,male
,VICTÓRIA FRANCISCA CORREIA DA CONCEIÇÃO,Q28551,MPLA,,Nacional,,,female
,VICTÓRIA MANUEL DA SILVA IZATA,Q28551,MPLA,,Nacional,,,female
,VIRGÍLIO FERREIRA DE FONTES PEREIRA,Q28551,MPLA,,Nacional,,,male
,VÍGILIO DA RESSUREIÇÃO BERNARDO ADRIANO TYOVA,Q28551,MPLA,,Huíla,,,male
,WELWITCHIA JOSÉ DOS SANTOS,Q28551,MPLA,,Nacional,,,
,YABA PEDRO ALBERTO,Q28551,MPLA,,Nacional,,,male
,YOLANDA BRÍGIDA DOMINGOS DE SOUSA,Q28551,MPLA,,Nacional,,,female
,ÁGATA MARIA FLORINDA MBAKA RAIMUNDO,Q28551,MPLA,,Huíla,,,female
