@@,item,itemlabel,startdate,enddate
+++,Q6298463,João de Matos,1992,2001
+++,,Armando da Cruz Neto,2001,2003
+++,,Agostinho Fernandes Nelumb,2003,2006
+++,,Francisco Pereira Furtado,2006,2010
+++,Q105452385,Geraldo Nunda,2010-10-06,2018-04-23
