id,name,partyLabel,constituencyLabel,homepage
pedro.conga,PEDRO AUGUSTO CONGA,MPLA,Círculo Elaitoral Provincial do Uíge,http://www.parlamento.ao/web/pedro.conga
pedro.diavova,PEDRO DIAVOVA,MPLA,Círculo Eleitoral Provincial do Uíge,http://www.parlamento.ao/web/pedro.diavova
pedro.mutinde,PEDRO MUTINDE,MPLA,Círculo Eleitoral Provincial do Cuando Cubango,http://www.parlamento.ao/web/pedro.mutinde
pedro.sebastiao,PEDRO SEBASTIÃO,MPLA,Círculo Eleitoral Provincial do Zaire,http://www.parlamento.ao/web/pedro.sebastiao
piedoso.bonga,PIEDOSO CHIPINDO BONGA,UNITA,Círculo eleitoral nacional,http://www.parlamento.ao/web/piedoso.bonga
rafeal.savimbi,RAFAEL MASSANGA SAKAITA SAVIMBI,UNITA,Círculo Eleitoral Nacional,http://www.parlamento.ao/web/rafeal.savimbi
raul.lima,RAÚL AUGUSTO LIMA,MPLA,Círculo Eleitoral Nacional,http://www.parlamento.ao/web/raul.lima
raul.tati,RAÚL TATI,UNITA,Círculo Eleitoral Provincial de Cabinda,http://www.parlamento.ao/web/raul.tati
rebeca.muaka,REBECA MUAKA,UNITA,Circulo Eleitoral Provincial da Lunda Sul,http://www.parlamento.ao/web/rebeca.muaka
regina.txipoia,REGINA EDUARDO TXIPOIA,UNITA,Círculo Eleitoral Nacional,http://www.parlamento.ao/web/regina.txipoia
roberto.monteiro,ROBERTO LEAL RAMOS MONTEIRO,MPLA,Círculo Eleitoral Nacional,http://www.parlamento.ao/web/roberto.monteiro
roberto.almeida,ROBERTO ANTÓNIO VÍCTOR FRANCISCO DE ALMEIDA,MPLA,Círculo Eleitoral Nacional,http://www.parlamento.ao/web/roberto.almeida
rosa.cacuhu,ROSA CACUHU,MPLA,Circulo Eleitoral Provincial do Cuando Cubango,http://www.parlamento.ao/web/rosa.cacuhu
rui.andrade,RUI LUÍS FALCÃO PINTO DE ANDRADE,MPLA,Círculo Eleitoral Provincial do Namibe,http://www.parlamento.ao/web/rui.andrade
ruth.mendes,RUTH ADRIANO MENDES,MPLA,Círculo Eleitoral Nacional,http://www.parlamento.ao/web/ruth.mendes
salomao.xirimbimbi,SALOMÃO JOSÉ LUHETO XIRIMBIMBI,MPLA,Círculo Eleitoral Nacional,http://www.parlamento.ao/web/salomao.xirimbimbi
santa.pedro,SANTA SIMÃO PEDRO,MPLA,Círculo Eleitoral Provincial do Cuanza Norte,http://www.parlamento.ao/web/santa.pedro
sediangani.mbimbi,SEDIANGANI MBIMBI,UNITA,Círculo Eleitoral Nacional,http://www.parlamento.ao/web/sediangani.mbimbi
serafim.prado,SERAFIM MARIA DO PRADO,MPLA,Circulo Eleitoral Provincial do Cuanza Sul,http://www.parlamento.ao/web/serafim.prado
sikonda.alexandre,SIKONDA LULENDO ALEXANDRE,CASA-CE,Círculo Eleitoral Nacional,http://www.parlamento.ao/web/sikonda.alexandre
simao.dembo,SIMÃO ALBINO ANTÓNIO DEMBO,UNITA,Círculo Elaitoral Provincial do Bengo,http://www.parlamento.ao/web/simao.dembo
simao.pinda,SIMÃO PINDA,MPLA,Círculo Eleitoral Nacional,http://www.parlamento.ao/web/simao.pinda
sofia.mussonguela,SOFIA PORFÍRIO KASSUNGO MUSSONGUELA,UNITA,Nacional,http://www.parlamento.ao/web/sofia.mussonguela
suzana.melo,SUZANA AUGUSTA DE MELO,MPLA,Círculo Eleitoral Nacional,http://www.parlamento.ao/web/suzana.melo
sergio.vaz,SÉRGIO LEONARDO VAZ,MPLA,Círculo Eleitoral Provincial do Cunene,http://www.parlamento.ao/web/sergio.vaz
sergio.santos,SÉRGIO DE SOUSA MENDES DOS SANTOS,MPLA,Nacional,http://www.parlamento.ao/web/sergio.santos
teresa.chipia,TERESA CHIPIA,UNITA,Círculo Eleitoral Nacional,http://www.parlamento.ao/web/teresa.chipia
teresa.goncalves,TERESA DE JESUS GONÇALVES,MPLA,Círculo Eleitoral Nacional,http://www.parlamento.ao/web/teresa.goncalves
tomas.silva,TOMÁS SIMÃO DA SILVA,MPLA,Círculo Eleitoral Nacional,http://www.parlamento.ao/web/tomas.silva
verissimo.sapalo,VERÍSSIMO SAPALO,MPLA,Cículo Eleitoral Provincial de Benguela,http://www.parlamento.ao/web/verissimo.sapalo
vicente.andrade,VICENTE JOSÉ DA COSTA PINTO DE ANDRADE,MPLA,Círculo Eleitoral Nacional,http://www.parlamento.ao/web/vicente.andrade
victoria,VICTÓRIA FRANCISCO LOPES CRISTÓVÃO BARROS NETO,MPLA,Circulo Eleitoral Nacional,http://www.parlamento.ao/web/victoria
vigilio.tyova,VIGÍLIO DA RESSUREIÇÃO BERNARDO ADRIANO TYOVA,MPLA,Círculo Eleitoral Provincial da Huíla,http://www.parlamento.ao/web/vigilio.tyova
virgilio.samussongo,VIRGÍLIO PEDRO SAMUSSONGO,UNITA,Circulo Eleitoral Provincial da Lunda Sul,http://www.parlamento.ao/web/virgilio.samussongo
virgilio.pereira,VIRGÍLIO FERREIRA DE FONTES PEREIRA,MPLA,Círculo Eleitoral Nacional,http://www.parlamento.ao/web/virgilio.pereira
victor.kajibanga,VÍCTOR MÁRIO CHICUA KAJIBANGA,MPLA,Círculo Eleitoral Nacional,http://www.parlamento.ao/web/victor.kajibanga
yolanda.gaspar,YOLANDA BRÍGIDA DOMINGOS DE SOUSA GASPAR,MPLA,Circulo Eleitoral Nacional,http://www.parlamento.ao/web/yolanda.gaspar
alvaro.boavida.neto,ÁLVARO MANUEL DE BOAVIDA NETO,MPLA,Círculo Eleitoral Provincial do Bié,http://www.parlamento.ao/web/alvaro.boavida.neto
ansia.salatiel,ÂNSIA CAMUANGA CORREIA SALATIEL,MPLA,Círculo Eleitoral Provincial de Malange,http://www.parlamento.ao/web/ansia.salatiel
