item,name,party,partyLabel,area,areaLabel,startDate,endDate,gender
,ERNESTO JOAQUIM MULATO,Q28699,UNITA,,Círculo Eleitoral Nacional,,,male
,ESTEVÃO JOSÉ PEDRO KACHIUNGO,Q28699,UNITA,,Círculo Eleitoral Nacional,,,male
,EUGÉNIA RODRIGUES DOS SANTOS GASPAR,Q28551,MPLA,,Círculo Eleitoral Nacional,,,female
,EULÁLIA MARIA ALVES ROCHA SILVA,Q28551,MPLA,,Círculo Elaitoral Provincial de Luanda,,,female
,EVELIZE JOAQUINA JOAQUIM DA CRUZ FRESTA,Q28551,MPLA,,Círculo Eleitoral Nacional,,,female
,FELE ANTÓNIO,Q1129430,CASA-CE,,Círculo Eleitoral Nacional,,,male
,FELINO JOB,Q28551,MPLA,,Circulo Eleitoral Provincial do Moxico,,,male
,FERNANDO BARTOLOMEU CATIVA,Q28551,MPLA,,Círculo Eleitoral Provincial da Huíla,,,male
,FERNANDO DA PIEDADE DIAS DOS SANTOS,Q28551,MPLA,,Círculo Eleitoral Nacional,,,
Q3069456,FERNANDO FAUSTINO MUTEKA,Q28551,MPLA,,Círculo Eleitoral Nacional,,,male
Q264090,FERNANDO JOSÉ DE FRANÇA DIAS VAN-DÚNEM,Q28551,MPLA,,Círculo Eleitoral Nacional,,,male
,FRANCISCO BOAVENTURA CANJONGO CHITAPA,Q28551,MPLA,,Círculo Eleitoral Nacional,,,male
,FRANCISCO GAIO KAKOMA ANTÓNIO,Q28699,UNITA,,Círculo Eleitoral Nacional,,,male
Q5483447,FRANCISCO HIGINO LOPES CARNEIRO,Q28551,MPLA,,Círculo Eleitoral Provincial de Luanda,,,male
,FRANCO MENESES MARCOLINO NHANI,Q28699,UNITA,,Círculo Eleitoral Nacional,,,
,FÉLIX SIMÃO LUCAS,Q28699,UNITA,,Círculo Elaitoral Provincial do Uíge,,,male
,GABRIEL HILIFAVALI,Q28551,MPLA,,Circulo Eleitoral Provincial do Cunene,,,male
,GILBERTO MANUEL PEREIRA,Q28551,MPLA,,Círculo Eleitoral Provincial do Cuanza Sul,,,male
,HELENA BONGUELA ABEL,Q28699,UNITA,,Círculo Eleitoral Nacional,,,female
,HENRIQUE ANDRÉ JÚNIOR,Q28551,MPLA,,Círculo Eleitoral Nacional,,,male
,ISABEL JOÃO MIGUEL SEBASTIÃO PELIGANGA,Q28551,MPLA,,Círculo Eleitoral Nacional,,,female
,JESUÍNO MANUEL DA SILVA,Q28551,MPLA,,Circulo Eleitoral Nacional,,,male
,JOANA DE JESUS DA CONCEIÇÃO PEDRO ANDRÉ E PEDRO,Q28551,MPLA,,Circulo Eleitoral Provincial de Malange,,,female
,JOANA LINA RAMOS BAPTISTA CÂNDIDO,Q28551,MPLA,,Círculo Eleitoral Nacional,,,female
,JOAQUIM ANTÓNIO CARLOS REIS JÚNIOR,Q28551,MPLA,,Círculo Elaitoral Nacional,,,male
,JOAQUIM DUARTE DA COSTA DAVID,Q28551,MPLA,,Círculo Eleitoral Nacional,,,male
,JOAQUIM FREDERICO D'ALMEIDA,Q28551,MPLA,,Circulo Eleitoral Provincial de Benguela,,,male
,JOAQUIM JOSÉ MIGUEIS,Q28551,MPLA,,Círculo Eleitoral Nacional,,,male
,JOAQUIM NAFOIA,Q28699,UNITA,,Círculo Eleitoral Nacional,,,male
,JOB PEDRO CASTELO CAPAPINHA,Q28551,MPLA,,Círculo Eleitoral Nacional,,,male
,JORGE INOCÊNCIO DOMBOLO,Q28551,MPLA,,Círculo Eleitoral Nacional,,,male
,JORGE MIGUÊNS AUGUSTO,Q28551,MPLA,,Círculo Eleitoral Nacional,,,male
,JORGE RIBEIRO UEFU,Q28551,MPLA,,Circulo Eleitoral Provincial da Lunda Norte,,,male
,JORGE VITORINO,Q28699,UNITA,,Círculo Eleitoral Nacional,,,
,JOSEFA DA ASSUNÇÃO ANDRÉ MIGUEL,Q28551,MPLA,,Círculo Eleitoral Provincial do Namibe,,,female
,JOSEFINA NDESIPEWA GOMES,Q28551,MPLA,,Círculo Eleitoral Nacional,,,female
,JOSEFINA PERPÉTUA PERES DOMINGOS PITRA DIAKITE,Q28551,MPLA,,Círculo Eleitoral Nacional,,,female
,JOSÉ ALBERTO QUIPUNGO,Q28551,MPLA,,Círculo Eleitoral Provincial do Cuanza Norte,,,male
,JOSÉ ANTÓNIO LOPES SEMEDO,Q28551,MPLA,,Círculo Eleitoral Nacional,,,male
,JOSÉ ARTUR CARMO MANUEL,Q28551,MPLA,,Círculo Eleitoral Provincial de Cabinda,,,
,JOSÉ CARLOS ILENGA,Q1674856,PRS,,Círculo Eleitoral Nacional,,,male
,JOSÉ EDUARDO,Q28699,UNITA,,Círculo Elaitoral Provincial de Luanda,,,male
,JOSÉ FRANCISCO TINGÃO PEDRO,Q28551,MPLA,,Círculo Eleitoral Provincial do Bengo,,,male
,JOSÉ MARIA JAMBA,Q28551,MPLA,,Círculo Eleitoral Provincial do Namibe,,,male
,JOSÉ MIÚDO,Q28551,MPLA,,Circulo Eleitoral Provincial da Lunda Norte,,,male
,JOSÉ MIÚDO NDAMBUCA,Q28551,MPLA,,Círculo Eleitoral Provincial da Huíla,,,
,JOSÉ MOISÉS CIPRIANO,Q28551,MPLA,,Circulo Eleitoral Provincial da Lunda Norte,,,male
,JOSÉ SAMUEL CHIWALE,Q28699,UNITA,,Círculo Eleitoral Nacional,,,male
,JOÃO ANTÓNIO LINEHA MUHEMBO,Q28551,MPLA,,Círculo Eleitoral Provincial do Cuando Cubango,,,
,JOÃO DE ALMEIDA AZEVEDO MARTINS,Q28551,MPLA,,Círculo Eleitoral Nacional,,,male
,JOÃO DIOGO GASPAR,Q28551,MPLA,,Círculo Eleitoral Provincial-Malanje,,,male
,JOÃO FERNANDO MUCANDA,Q28551,MPLA,,Circulo Eleitoral Provincial do Cuando Cubango,,,
,JOÃO GARCIA QUITAS,Q28699,UNITA,,Círculo Eleitoral Provincial do Zaire,,,
,JOÃO JOSÉ GUERRA DE FREITAS,Q28551,MPLA,,Circulo Eleitoral Provincial do Namibe,,,male
,JOÃO LUÍS NETO,Q28551,MPLA,,Círculo Eleitoral Nacional,,,male
,JOÃO MANUEL FRANCISCO,Q28551,MPLA,,Círculo Eleitoral Nacional,,,male
,JOÃO MUZAZA CAWEZA,Q28699,UNITA,,Círculo Eleitoral Provincial do Moxico,,,
,JOÃO SEGUNDA UNGAJI,Q28551,MPLA,,Circulo Eleitoral Provincial da Lunda Sul,,,male
,JOÃO VICENTE VIEMBA,Q28699,UNITA,,Círculo Eleitoral Nacional,,,male
Q6305249,JULIÃO MATEUS PAULO,Q28551,MPLA,,Círculo Eleitoral Nacional,,,male
,JUSTINO FELTRO DA COSTA PINTO DE ANDRADE,Q1129430,CASA-CE,,Círculo Eleitoral Nacional,,,
,JÚLIA AGOSTINHA CELESTE,Q28551,MPLA,,Círculo Eleitoral Provincial da Huíla,,,female
,KILAMBA KIUYIMA SEBASTIÃO VAN-DÚNEM,Q28551,MPLA,,Círculo Eleitoral Nacional,,,male
,LEONEL GOMES,Q1129430,CASA-CE,,Círculo Eleitoral Nacional,,,male
,LIBERTY MARLIN DIRCÉU SAMUEL CHIAKA,Q28699,UNITA,,Circulo Eleitoral Provincial do Huambo,,,male
,LINDO BERNARDO TITO,Q1129430,CASA-CE,,Círculo Eleitoral Nacional,,,male
,LOURENÇO ALBERTO CHUNGO LUMINGO,Q1129430,CASA-CE,,Círculo Eleitoral Provincial de Cabinda,,,male
,LUCAS BENGHIM GONDA,Q907051,FNLA,,Círculo Eleitoral Nacional,,,male
,LUCIANA RAFAEL,Q28699,UNITA,,Círculo Eleitoral Nacional,,,
Q15361222,LUKAMBA PAULO,Q28699,UNITA,,Círculo Eleitoral Nacional,,,male
,LUZIA PEREIRA DE SOUSA INGLÊS VAN-DÚNEM,Q28551,MPLA,,Círculo Eleitoral Nacional,,,female
,LUÍS DE OLIVEIRA RASGADO,Q28551,MPLA,,Círculo Eleitoral Nacional,,,
,LUÍS DOMINGOS,Q28551,MPLA,,Círculo Eleitoral Provincial da Lunda Sul,,,male
,LUÍS GOMES SAMBO,Q28551,MPLA,,Círculo Eleitoral Nacional,,,male
,LUÍSA PEDRO FRANCISCO DAMIÃO,Q28551,MPLA,,Círculo Eleitoral Nacional,,,female
,MADALENA NDAFOLUMA HANOSIKE,Q28551,MPLA,,Círculo Eleitoral Provincial do Cunene,,,female
,MANUEL ANTÓNIO GASPAR DOMINGOS,Q28551,MPLA,,Círculo Eleitoral Provincial do Cuanza Norte,,,male
Q10323941,MANUEL ANTÓNIO RABELAIS,Q28551,MPLA,,Círculo Eleitoral Nacional,,,male
,MANUEL ARMANDO DA COSTA EKUIKUI,Q28699,UNITA,,Círculo Eleitoral Provincial de Luanda,,,male
,MANUEL DA CRUZ NETO,Q28551,MPLA,,Círculo Eleitoral Nacional,,,male
Q20730292,MANUEL DAVID MENDES,Q28699,UNITA,,Círculo Eleitortal Nacional,,,male
Q973742,MANUEL DOMINGOS VICENTE,Q28551,MPLA,,Círculo Eleitoral Nacional,,,male
,MANUEL FERNANDES,Q1129430,CASA-CE,,Círculo Eleitoral Nacional,,,male
,MANUEL LOPES MONIZ DEMBO,Q28551,MPLA,,Círculo Elaitoral Provincial do Bengo,,,
,MANUEL SAMPAIO MUCANDA,Q1129430,CASA-CE,,Circulo Eleitoral Provincial do Namibe,,,
,MANUEL SAVIHEMBA,Q28699,UNITA,,Circulo Eleitoral Provincial do Bié,,,male
,MARIA AUGUSTA LEONEL CORREIA,Q28551,MPLA,,Círculo Eleitoral Nacional,,,female
,MARIA CAROLINA MANUEL FIEL MARIA FORTES,Q28551,MPLA,,Círculo Eleitoral Nacional,,,female
,MARIA DO CARMO ASSIS DO NASCIMENTO,Q28551,MPLA,,Círculo Eleitoral Nacional,,,female
,MARIA IDALINA DE OLIVEIRA VALENTE,Q28551,MPLA,,Círculo Eleitoral Nacional,,,female
,MARIA ISABEL MALUNGA MUTUNDA,Q28551,MPLA,,Círculo Eleitoral Nacional,,,female
,MARIA JOSÉ DE ENCARNAÇÃO FERNANDES,Q28551,MPLA,,Círculo Eleitoral Provincial do Zaire,,,female
,MARIA JÚLIA DE CERCAL ORNELAS,Q28551,MPLA,,Círculo Eleitoral Nacional,,,female
,MARIA LUÍSA DE ANDRADE,Q28699,UNITA,,Círculo Eleitoral Nacional,,,female
,MARIA ODETH SANCHES TAVARES,Q28551,MPLA,,Círculo Eleitoral Nacional,,,
,MARIA ROSA ANTONINA GILBERTA TYIPINGE ESCOVALO,Q28551,MPLA,,Circulo Eleitoral Provincial da Huíla,,,female
,MARIA SALOMÉ TAVEYA,Q28551,MPLA,,Círculo Eleitoral Provincial do Cunene,,,
,MARIA TERESA DA FELICIDADE CARDOSO,Q28551,MPLA,,Círculo Eleitoral Provincial do Cuanza Sul,,,female
,MARIA VICTÓRIA FERREIRA CHIVUKUVUKU,Q1129430,CASA-CE,,Círculo Eleitoral Nacional,,,female
,MARIANA PAULO ANDRÉ AFONSO,Q28551,MPLA,,Círculo Eleitoral Nacional,,,female
,MATEUS ISABEL JÚNIOR,Q28551,MPLA,,Circulo Eleitoral Nacional,,,male
,MAURÍLIO LUCIANO SABINO LUIELE,Q28699,UNITA,,Círculo Eleitoral Nacional,,,male
,MENDES BARTOLOMEU,Q28551,MPLA,,Círculo Eleitoral Nacional,,,male
,MIGUEL MARIA NZAU PUNA,Q28551,MPLA,,Círculo Eleitoral Nacional,,,male
,MIHAELA EZSÉBET NETO WEBBA,Q28699,UNITA,,Círculo Eleitoral Nacional,,,female
,MIRALDINA OLGA MARCOS JAMBA,Q28699,UNITA,,Círculo Eleitoral Nacional,,,female
,MONTEIRO PINTO KAPUNGA,Q28551,MPLA,,Círculo Eleitoral Nacional,,,male
,MORAIS ANTÓNIO NEVES TOMÁS,Q28551,MPLA,,Círculo Eleitoral Provincial do Moxico,,,male
Q941427,MÁRIO PINTO DE ANDRADE,Q28551,MPLA,,Círculo Elaitoral Provincial de Luanda,,,male
,MÁRIO SALOMÃO,Q28551,MPLA,,Circulo Eleitoral Provincial do Moxico,,,male
,NAZARÉ DOS ANJOS MENDES,Q28551,MPLA,,Círculo Elaitoral Provincial do Uíge,,,
,NUNO DOS ANJOS CALDAS ALBINO,Q28551,MPLA,,Círculo Eleitoral Nacional,,,male
,NVUNDA BENVINDO DAS NEVES SALUCOMBO,Q28551,MPLA,,Círculo Eleitoral Nacional,,,male
,ODETE DA CONCEIÇÃO DOMINGOS DOS SANTOS,Q28551,MPLA,,Círculo Eleitoral Provincial do Cuanza Sul,,,female
,ODETH LUDOVINA BACA JOAQUIM,Q1129430,CASA-CE,,Círculo Eleitoral Nacional,,,female
,OVÍDIO PAHULA,Q28551,MPLA,,Circulo Eleitoral Provincial do Cunene,,,
,PAULINO NZUZI MPOLOANTINU,Q28551,MPLA,,Círculo Eleitoral Provincial do Zaire,,,male
,PAULO POMBOLO,Q28551,MPLA,,Círculo Elaitoral Provincial do Uíge,,,male
,PEDRO AUGUSTO CONGA,Q28551,MPLA,,Círculo Elaitoral Provincial do Uíge,,,male
,PEDRO DIAVOVA,Q28551,MPLA,,Círculo Eleitoral Provincial do Uíge,,,male
,PEDRO MAKITA ARMANDO JÚLIA,Q28551,MPLA,,Círculo Eleitoral Provincial do Zaire,,,male
,PEREIRA ALFREDO,Q28551,MPLA,,Círculo Eleitoral Provincial do Bengo,,,male
,RAFAEL MASSANGA SAKAITA SAVIMBI,Q28699,UNITA,,Círculo Eleitoral Nacional,,,
,RAÚL AUGUSTO LIMA,Q28551,MPLA,,Círculo Eleitoral Nacional,,,male
,RAÚL MANUEL DANDA,Q28699,UNITA,,Círculo Eleitoral Nacional,,,male
,RAÚL TATI,Q28699,UNITA,,Círculo Eleitoral Provincial de Cabinda,,,male
,REBECA MUAKA,Q28699,UNITA,,Circulo Eleitoral Provincial da Lunda Sul,,,female
,REGINA EDUARDO TXIPOIA,Q28699,UNITA,,Círculo Eleitoral Nacional,,,female
Q61960012,ROBERTO ANTÓNIO VÍCTOR FRANCISCO DE ALMEIDA,Q28551,MPLA,,Círculo Eleitoral Nacional,,,male
Q7351774,ROBERTO LEAL RAMOS MONTEIRO,Q28551,MPLA,,Círculo Eleitoral Nacional,,,male
,ROSA CACUHU,Q28551,MPLA,,Circulo Eleitoral Provincial do Cuando Cubango,,,female
Q10365296,RUI ALBERTO VIEIRA DIAS RODRIGUES MINGAS,Q28551,MPLA,,Círculo Eleitoral Nacional,,,male
,RUTH ADRIANO MENDES,Q28551,MPLA,,Círculo Eleitoral Nacional,,,female
,SALOMÃO JOSÉ LUHETO XIRIMBIMBI,Q28551,MPLA,,Círculo Eleitoral Nacional,,,male
,SANTA SIMÃO PEDRO,Q28551,MPLA,,Círculo Eleitoral Provincial do Cuanza Norte,,,
,SEDIANGANI MBIMBI,Q28699,UNITA,,Círculo Eleitoral Nacional,,,male
,SERAFIM MARIA DO PRADO,Q28551,MPLA,,Circulo Eleitoral Provincial do Cuanza Sul,,,male
,SIKONDA LULENDO ALEXANDRE,Q1129430,CASA-CE,,Círculo Eleitoral Nacional,,,male
,SIMÃO ALBINO ANTÓNIO DEMBO,Q28699,UNITA,,Círculo Elaitoral Provincial do Bengo,,,male
,SUZANA AUGUSTA DE MELO,Q28551,MPLA,,Círculo Eleitoral Nacional,,,female
,SÉRGIO LEONARDO VAZ,Q28551,MPLA,,Círculo Eleitoral Provincial do Cunene,,,male
,SÉRGIO LUTHER RESCOVA JOAQUIM,Q28551,MPLA,,Círculo Eleitoral Nacional,,,male
,TERESA CHIPIA,Q28699,UNITA,,Círculo Eleitoral Nacional,,,female
,TERESA DE JESUS GONÇALVES,Q28551,MPLA,,Círculo Eleitoral Nacional,,,female
,TOMÁS SIMÃO DA SILVA,Q28551,MPLA,,Círculo Eleitoral Nacional,,,male
,VERÍSSIMO SAPALO,Q28551,MPLA,,Cículo Eleitoral Provincial de Benguela,,,male
,VICENTE JOSÉ DA COSTA PINTO DE ANDRADE,Q28551,MPLA,,Círculo Eleitoral Nacional,,,male
,VICTORINO NHANY,Q28699,UNITA,,Círculo Eleitoral Nacional,,,
,VICTÓRIA MANUEL DA SILVA IZATA,Q28551,MPLA,,Círculo Eleitoral Nacional,,,female
,VIRGÍLIO PEDRO SAMUSSONGO,Q28699,UNITA,,Circulo Eleitoral Provincial da Lunda Sul,,,male
,VÍCTOR MÁRIO CHICUA KAJIBANGA,Q28551,MPLA,,Círculo Eleitoral Nacional,,,male
,VÍGILIO DA RESSUREIÇÃO BERNARDO ADRIANO TYOVA,Q28551,MPLA,,Círculo Eleitoral Provincial da Huíla,,,male
,WELWITCHIA JOSÉ DOS SANTOS,Q28551,MPLA,,Cículo Eleitoral Nacional,,,
,YOLANDA BRÍGIDA DOMINGOS DE SOUSA,Q28551,MPLA,,Circulo Eleitoral Nacional,,,female
,ZACARIAS DAVOCA,Q28551,MPLA,,Círculo Eleitoral Provincial de Benguela,,,male
